Date,Artist,Song
8/30/1975,KC And The Sunshine Band,Get Down Tonight
8/31/1975,Glen Campbell,Rhinestone Cowboy
9/1/1975,Glen Campbell,Rhinestone Cowboy
9/2/1975,Glen Campbell,Rhinestone Cowboy
9/3/1975,Glen Campbell,Rhinestone Cowboy
9/4/1975,Glen Campbell,Rhinestone Cowboy
9/5/1975,Glen Campbell,Rhinestone Cowboy
9/6/1975,Glen Campbell,Rhinestone Cowboy
9/7/1975,Glen Campbell,Rhinestone Cowboy
9/8/1975,Glen Campbell,Rhinestone Cowboy
9/9/1975,Glen Campbell,Rhinestone Cowboy
9/10/1975,Glen Campbell,Rhinestone Cowboy
9/11/1975,Glen Campbell,Rhinestone Cowboy
9/12/1975,Glen Campbell,Rhinestone Cowboy
9/13/1975,Glen Campbell,Rhinestone Cowboy
9/14/1975,David Bowie,Fame
9/15/1975,David Bowie,Fame
9/16/1975,David Bowie,Fame
9/17/1975,David Bowie,Fame
9/18/1975,David Bowie,Fame
9/19/1975,David Bowie,Fame
9/20/1975,David Bowie,Fame
9/21/1975,John Denver,I'm Sorry
9/22/1975,John Denver,I'm Sorry
9/23/1975,John Denver,I'm Sorry
9/24/1975,John Denver,I'm Sorry
9/25/1975,John Denver,I'm Sorry
9/26/1975,John Denver,I'm Sorry
9/27/1975,John Denver,I'm Sorry
9/28/1975,David Bowie,Fame
9/29/1975,David Bowie,Fame
9/30/1975,David Bowie,Fame
10/1/1975,David Bowie,Fame
10/2/1975,David Bowie,Fame
10/3/1975,David Bowie,Fame
10/4/1975,David Bowie,Fame
10/5/1975,Neil Sedaka,Bad Blood
10/6/1975,Neil Sedaka,Bad Blood
10/7/1975,Neil Sedaka,Bad Blood
10/8/1975,Neil Sedaka,Bad Blood
10/9/1975,Neil Sedaka,Bad Blood
10/10/1975,Neil Sedaka,Bad Blood
10/11/1975,Neil Sedaka,Bad Blood
10/12/1975,Neil Sedaka,Bad Blood
10/13/1975,Neil Sedaka,Bad Blood
10/14/1975,Neil Sedaka,Bad Blood
10/15/1975,Neil Sedaka,Bad Blood
10/16/1975,Neil Sedaka,Bad Blood
10/17/1975,Neil Sedaka,Bad Blood
10/18/1975,Neil Sedaka,Bad Blood
10/19/1975,Neil Sedaka,Bad Blood
10/20/1975,Neil Sedaka,Bad Blood
10/21/1975,Neil Sedaka,Bad Blood
10/22/1975,Neil Sedaka,Bad Blood
10/23/1975,Neil Sedaka,Bad Blood
10/24/1975,Neil Sedaka,Bad Blood
10/25/1975,Neil Sedaka,Bad Blood
10/26/1975,Elton John,Island Girl
10/27/1975,Elton John,Island Girl
10/28/1975,Elton John,Island Girl
10/29/1975,Elton John,Island Girl
10/30/1975,Elton John,Island Girl
10/31/1975,Elton John,Island Girl
11/1/1975,Elton John,Island Girl
11/2/1975,Elton John,Island Girl
11/3/1975,Elton John,Island Girl
11/4/1975,Elton John,Island Girl
11/5/1975,Elton John,Island Girl
11/6/1975,Elton John,Island Girl
11/7/1975,Elton John,Island Girl
11/8/1975,Elton John,Island Girl
11/9/1975,Elton John,Island Girl
11/10/1975,Elton John,Island Girl
11/11/1975,Elton John,Island Girl
11/12/1975,Elton John,Island Girl
11/13/1975,Elton John,Island Girl
11/14/1975,Elton John,Island Girl
11/15/1975,Elton John,Island Girl
11/16/1975,KC And The Sunshine Band,That's The Way (I Like It)
11/17/1975,KC And The Sunshine Band,That's The Way (I Like It)
11/18/1975,KC And The Sunshine Band,That's The Way (I Like It)
11/19/1975,KC And The Sunshine Band,That's The Way (I Like It)
11/20/1975,KC And The Sunshine Band,That's The Way (I Like It)
11/21/1975,KC And The Sunshine Band,That's The Way (I Like It)
11/22/1975,KC And The Sunshine Band,That's The Way (I Like It)
11/23/1975,Silver Convention,"Fly, Robin, Fly"
11/24/1975,Silver Convention,"Fly, Robin, Fly"
11/25/1975,Silver Convention,"Fly, Robin, Fly"
11/26/1975,Silver Convention,"Fly, Robin, Fly"
11/27/1975,Silver Convention,"Fly, Robin, Fly"
11/28/1975,Silver Convention,"Fly, Robin, Fly"
11/29/1975,Silver Convention,"Fly, Robin, Fly"
11/30/1975,Silver Convention,"Fly, Robin, Fly"
12/1/1975,Silver Convention,"Fly, Robin, Fly"
12/2/1975,Silver Convention,"Fly, Robin, Fly"
12/3/1975,Silver Convention,"Fly, Robin, Fly"
12/4/1975,Silver Convention,"Fly, Robin, Fly"
12/5/1975,Silver Convention,"Fly, Robin, Fly"
12/6/1975,Silver Convention,"Fly, Robin, Fly"
12/7/1975,Silver Convention,"Fly, Robin, Fly"
12/8/1975,Silver Convention,"Fly, Robin, Fly"
12/9/1975,Silver Convention,"Fly, Robin, Fly"
12/10/1975,Silver Convention,"Fly, Robin, Fly"
12/11/1975,Silver Convention,"Fly, Robin, Fly"
12/12/1975,Silver Convention,"Fly, Robin, Fly"
12/13/1975,Silver Convention,"Fly, Robin, Fly"
12/14/1975,KC And The Sunshine Band,That's The Way (I Like It)
12/15/1975,KC And The Sunshine Band,That's The Way (I Like It)
12/16/1975,KC And The Sunshine Band,That's The Way (I Like It)
12/17/1975,KC And The Sunshine Band,That's The Way (I Like It)
12/18/1975,KC And The Sunshine Band,That's The Way (I Like It)
12/19/1975,KC And The Sunshine Band,That's The Way (I Like It)
12/20/1975,KC And The Sunshine Band,That's The Way (I Like It)
12/21/1975,The Staple Singers,Let's Do It Again
12/22/1975,The Staple Singers,Let's Do It Again
12/23/1975,The Staple Singers,Let's Do It Again
12/24/1975,The Staple Singers,Let's Do It Again
12/25/1975,The Staple Singers,Let's Do It Again
12/26/1975,The Staple Singers,Let's Do It Again
12/27/1975,The Staple Singers,Let's Do It Again
12/28/1975,Bay City Rollers,Saturday Night
12/29/1975,Bay City Rollers,Saturday Night
12/30/1975,Bay City Rollers,Saturday Night
12/31/1975,Bay City Rollers,Saturday Night
1/1/1976,Bay City Rollers,Saturday Night
1/2/1976,Bay City Rollers,Saturday Night
1/3/1976,Bay City Rollers,Saturday Night
1/4/1976,C.W. McCall,Convoy
1/5/1976,C.W. McCall,Convoy
1/6/1976,C.W. McCall,Convoy
1/7/1976,C.W. McCall,Convoy
1/8/1976,C.W. McCall,Convoy
1/9/1976,C.W. McCall,Convoy
1/10/1976,C.W. McCall,Convoy
1/11/1976,Barry Manilow,I Write The Songs
1/12/1976,Barry Manilow,I Write The Songs
1/13/1976,Barry Manilow,I Write The Songs
1/14/1976,Barry Manilow,I Write The Songs
1/15/1976,Barry Manilow,I Write The Songs
1/16/1976,Barry Manilow,I Write The Songs
1/17/1976,Barry Manilow,I Write The Songs
1/18/1976,Diana Ross,Theme From Mahogany (Do You Know Where You're Going To)
1/19/1976,Diana Ross,Theme From Mahogany (Do You Know Where You're Going To)
1/20/1976,Diana Ross,Theme From Mahogany (Do You Know Where You're Going To)
1/21/1976,Diana Ross,Theme From Mahogany (Do You Know Where You're Going To)
1/22/1976,Diana Ross,Theme From Mahogany (Do You Know Where You're Going To)
1/23/1976,Diana Ross,Theme From Mahogany (Do You Know Where You're Going To)
1/24/1976,Diana Ross,Theme From Mahogany (Do You Know Where You're Going To)
1/25/1976,Ohio Players,Love Rollercoaster
1/26/1976,Ohio Players,Love Rollercoaster
1/27/1976,Ohio Players,Love Rollercoaster
1/28/1976,Ohio Players,Love Rollercoaster
1/29/1976,Ohio Players,Love Rollercoaster
1/30/1976,Ohio Players,Love Rollercoaster
1/31/1976,Ohio Players,Love Rollercoaster
2/1/1976,Paul Simon,50 Ways To Leave Your Lover
2/2/1976,Paul Simon,50 Ways To Leave Your Lover
2/3/1976,Paul Simon,50 Ways To Leave Your Lover
2/4/1976,Paul Simon,50 Ways To Leave Your Lover
2/5/1976,Paul Simon,50 Ways To Leave Your Lover
2/6/1976,Paul Simon,50 Ways To Leave Your Lover
2/7/1976,Paul Simon,50 Ways To Leave Your Lover
2/8/1976,Paul Simon,50 Ways To Leave Your Lover
2/9/1976,Paul Simon,50 Ways To Leave Your Lover
2/10/1976,Paul Simon,50 Ways To Leave Your Lover
2/11/1976,Paul Simon,50 Ways To Leave Your Lover
2/12/1976,Paul Simon,50 Ways To Leave Your Lover
2/13/1976,Paul Simon,50 Ways To Leave Your Lover
2/14/1976,Paul Simon,50 Ways To Leave Your Lover
2/15/1976,Paul Simon,50 Ways To Leave Your Lover
2/16/1976,Paul Simon,50 Ways To Leave Your Lover
2/17/1976,Paul Simon,50 Ways To Leave Your Lover
2/18/1976,Paul Simon,50 Ways To Leave Your Lover
2/19/1976,Paul Simon,50 Ways To Leave Your Lover
2/20/1976,Paul Simon,50 Ways To Leave Your Lover
2/21/1976,Paul Simon,50 Ways To Leave Your Lover
2/22/1976,Rhythm Heritage,Theme From S.W.A.T.
2/23/1976,Rhythm Heritage,Theme From S.W.A.T.
2/24/1976,Rhythm Heritage,Theme From S.W.A.T.
2/25/1976,Rhythm Heritage,Theme From S.W.A.T.
2/26/1976,Rhythm Heritage,Theme From S.W.A.T.
2/27/1976,Rhythm Heritage,Theme From S.W.A.T.
2/28/1976,Rhythm Heritage,Theme From S.W.A.T.
2/29/1976,The Miracles,Love Machine (Part 1)
3/1/1976,The Miracles,Love Machine (Part 1)
3/2/1976,The Miracles,Love Machine (Part 1)
3/3/1976,The Miracles,Love Machine (Part 1)
3/4/1976,The Miracles,Love Machine (Part 1)
3/5/1976,The Miracles,Love Machine (Part 1)
3/6/1976,The Miracles,Love Machine (Part 1)
3/7/1976,The 4 Seasons,"December, 1963 (Oh, What a Night)"
3/8/1976,The 4 Seasons,"December, 1963 (Oh, What a Night)"
3/9/1976,The 4 Seasons,"December, 1963 (Oh, What a Night)"
3/10/1976,The 4 Seasons,"December, 1963 (Oh, What a Night)"
3/11/1976,The 4 Seasons,"December, 1963 (Oh, What a Night)"
3/12/1976,The 4 Seasons,"December, 1963 (Oh, What a Night)"
3/13/1976,The 4 Seasons,"December, 1963 (Oh, What a Night)"
3/14/1976,The 4 Seasons,"December, 1963 (Oh, What a Night)"
3/15/1976,The 4 Seasons,"December, 1963 (Oh, What a Night)"
3/16/1976,The 4 Seasons,"December, 1963 (Oh, What a Night)"
3/17/1976,The 4 Seasons,"December, 1963 (Oh, What a Night)"
3/18/1976,The 4 Seasons,"December, 1963 (Oh, What a Night)"
3/19/1976,The 4 Seasons,"December, 1963 (Oh, What a Night)"
3/20/1976,The 4 Seasons,"December, 1963 (Oh, What a Night)"
3/21/1976,The 4 Seasons,"December, 1963 (Oh, What a Night)"
3/22/1976,The 4 Seasons,"December, 1963 (Oh, What a Night)"
3/23/1976,The 4 Seasons,"December, 1963 (Oh, What a Night)"
3/24/1976,The 4 Seasons,"December, 1963 (Oh, What a Night)"
3/25/1976,The 4 Seasons,"December, 1963 (Oh, What a Night)"
3/26/1976,The 4 Seasons,"December, 1963 (Oh, What a Night)"
3/27/1976,The 4 Seasons,"December, 1963 (Oh, What a Night)"
3/28/1976,Johnnie Taylor,Disco Lady
3/29/1976,Johnnie Taylor,Disco Lady
3/30/1976,Johnnie Taylor,Disco Lady
3/31/1976,Johnnie Taylor,Disco Lady
4/1/1976,Johnnie Taylor,Disco Lady
4/2/1976,Johnnie Taylor,Disco Lady
4/3/1976,Johnnie Taylor,Disco Lady
4/4/1976,Johnnie Taylor,Disco Lady
4/5/1976,Johnnie Taylor,Disco Lady
4/6/1976,Johnnie Taylor,Disco Lady
4/7/1976,Johnnie Taylor,Disco Lady
4/8/1976,Johnnie Taylor,Disco Lady
4/9/1976,Johnnie Taylor,Disco Lady
4/10/1976,Johnnie Taylor,Disco Lady
4/11/1976,Johnnie Taylor,Disco Lady
4/12/1976,Johnnie Taylor,Disco Lady
4/13/1976,Johnnie Taylor,Disco Lady
4/14/1976,Johnnie Taylor,Disco Lady
4/15/1976,Johnnie Taylor,Disco Lady
4/16/1976,Johnnie Taylor,Disco Lady
4/17/1976,Johnnie Taylor,Disco Lady
4/18/1976,Johnnie Taylor,Disco Lady
4/19/1976,Johnnie Taylor,Disco Lady
4/20/1976,Johnnie Taylor,Disco Lady
4/21/1976,Johnnie Taylor,Disco Lady
4/22/1976,Johnnie Taylor,Disco Lady
4/23/1976,Johnnie Taylor,Disco Lady
4/24/1976,Johnnie Taylor,Disco Lady
4/25/1976,Bellamy Brothers,Let Your Love Flow
4/26/1976,Bellamy Brothers,Let Your Love Flow
4/27/1976,Bellamy Brothers,Let Your Love Flow
4/28/1976,Bellamy Brothers,Let Your Love Flow
4/29/1976,Bellamy Brothers,Let Your Love Flow
4/30/1976,Bellamy Brothers,Let Your Love Flow
5/1/1976,Bellamy Brothers,Let Your Love Flow
5/2/1976,John Sebastian,Welcome Back
5/3/1976,John Sebastian,Welcome Back
5/4/1976,John Sebastian,Welcome Back
5/5/1976,John Sebastian,Welcome Back
5/6/1976,John Sebastian,Welcome Back
5/7/1976,John Sebastian,Welcome Back
5/8/1976,John Sebastian,Welcome Back
5/9/1976,The Sylvers,Boogie Fever
5/10/1976,The Sylvers,Boogie Fever
5/11/1976,The Sylvers,Boogie Fever
5/12/1976,The Sylvers,Boogie Fever
5/13/1976,The Sylvers,Boogie Fever
5/14/1976,The Sylvers,Boogie Fever
5/15/1976,The Sylvers,Boogie Fever
5/16/1976,Wings,Silly Love Songs
5/17/1976,Wings,Silly Love Songs
5/18/1976,Wings,Silly Love Songs
5/19/1976,Wings,Silly Love Songs
5/20/1976,Wings,Silly Love Songs
5/21/1976,Wings,Silly Love Songs
5/22/1976,Wings,Silly Love Songs
5/23/1976,Diana Ross,Love Hangover
5/24/1976,Diana Ross,Love Hangover
5/25/1976,Diana Ross,Love Hangover
5/26/1976,Diana Ross,Love Hangover
5/27/1976,Diana Ross,Love Hangover
5/28/1976,Diana Ross,Love Hangover
5/29/1976,Diana Ross,Love Hangover
5/30/1976,Diana Ross,Love Hangover
5/31/1976,Diana Ross,Love Hangover
6/1/1976,Diana Ross,Love Hangover
6/2/1976,Diana Ross,Love Hangover
6/3/1976,Diana Ross,Love Hangover
6/4/1976,Diana Ross,Love Hangover
6/5/1976,Diana Ross,Love Hangover
6/6/1976,Wings,Silly Love Songs
6/7/1976,Wings,Silly Love Songs
6/8/1976,Wings,Silly Love Songs
6/9/1976,Wings,Silly Love Songs
6/10/1976,Wings,Silly Love Songs
6/11/1976,Wings,Silly Love Songs
6/12/1976,Wings,Silly Love Songs
6/13/1976,Wings,Silly Love Songs
6/14/1976,Wings,Silly Love Songs
6/15/1976,Wings,Silly Love Songs
6/16/1976,Wings,Silly Love Songs
6/17/1976,Wings,Silly Love Songs
6/18/1976,Wings,Silly Love Songs
6/19/1976,Wings,Silly Love Songs
6/20/1976,Wings,Silly Love Songs
6/21/1976,Wings,Silly Love Songs
6/22/1976,Wings,Silly Love Songs
6/23/1976,Wings,Silly Love Songs
6/24/1976,Wings,Silly Love Songs
6/25/1976,Wings,Silly Love Songs
6/26/1976,Wings,Silly Love Songs
6/27/1976,Wings,Silly Love Songs
6/28/1976,Wings,Silly Love Songs
6/29/1976,Wings,Silly Love Songs
6/30/1976,Wings,Silly Love Songs
7/1/1976,Wings,Silly Love Songs
7/2/1976,Wings,Silly Love Songs
7/3/1976,Wings,Silly Love Songs
7/4/1976,Wings,Silly Love Songs
7/5/1976,Starland Vocal Band,Afternoon Delight
7/6/1976,Starland Vocal Band,Afternoon Delight
7/7/1976,Starland Vocal Band,Afternoon Delight
7/8/1976,Starland Vocal Band,Afternoon Delight
7/9/1976,Starland Vocal Band,Afternoon Delight
7/10/1976,Starland Vocal Band,Afternoon Delight
7/11/1976,Starland Vocal Band,Afternoon Delight
7/12/1976,Starland Vocal Band,Afternoon Delight
7/13/1976,Starland Vocal Band,Afternoon Delight
7/14/1976,Starland Vocal Band,Afternoon Delight
7/15/1976,Starland Vocal Band,Afternoon Delight
7/16/1976,Starland Vocal Band,Afternoon Delight
7/17/1976,Starland Vocal Band,Afternoon Delight
7/18/1976,The Manhattans,Kiss And Say Goodbye
7/19/1976,The Manhattans,Kiss And Say Goodbye
7/20/1976,The Manhattans,Kiss And Say Goodbye
7/21/1976,The Manhattans,Kiss And Say Goodbye
7/22/1976,The Manhattans,Kiss And Say Goodbye
7/23/1976,The Manhattans,Kiss And Say Goodbye
7/24/1976,The Manhattans,Kiss And Say Goodbye
7/25/1976,The Manhattans,Kiss And Say Goodbye
7/26/1976,The Manhattans,Kiss And Say Goodbye
7/27/1976,The Manhattans,Kiss And Say Goodbye
7/28/1976,The Manhattans,Kiss And Say Goodbye
7/29/1976,The Manhattans,Kiss And Say Goodbye
7/30/1976,The Manhattans,Kiss And Say Goodbye
7/31/1976,The Manhattans,Kiss And Say Goodbye
8/1/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart
8/2/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart
8/3/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart
8/4/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart
8/5/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart
8/6/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart
8/7/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart
8/8/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart
8/9/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart
8/10/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart
8/11/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart
8/12/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart
8/13/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart
8/14/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart
8/15/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart
8/16/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart
8/17/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart
8/18/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart
8/19/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart
8/20/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart
8/21/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart
8/22/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart
8/23/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart
8/24/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart
8/25/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart
8/26/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart
8/27/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart
8/28/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart
8/29/1976,Bee Gees,You Should Be Dancing
8/30/1976,Bee Gees,You Should Be Dancing
8/31/1976,Bee Gees,You Should Be Dancing
9/1/1976,Bee Gees,You Should Be Dancing
9/2/1976,Bee Gees,You Should Be Dancing
9/3/1976,Bee Gees,You Should Be Dancing
9/4/1976,Bee Gees,You Should Be Dancing
9/5/1976,KC And The Sunshine Band,"(Shake, Shake, Shake) Shake Your Booty"
9/6/1976,KC And The Sunshine Band,"(Shake, Shake, Shake) Shake Your Booty"
9/7/1976,KC And The Sunshine Band,"(Shake, Shake, Shake) Shake Your Booty"
9/8/1976,KC And The Sunshine Band,"(Shake, Shake, Shake) Shake Your Booty"
9/9/1976,KC And The Sunshine Band,"(Shake, Shake, Shake) Shake Your Booty"
9/10/1976,KC And The Sunshine Band,"(Shake, Shake, Shake) Shake Your Booty"
9/11/1976,KC And The Sunshine Band,"(Shake, Shake, Shake) Shake Your Booty"
9/12/1976,Wild Cherry,Play That Funky Music
9/13/1976,Wild Cherry,Play That Funky Music
9/14/1976,Wild Cherry,Play That Funky Music
9/15/1976,Wild Cherry,Play That Funky Music
9/16/1976,Wild Cherry,Play That Funky Music
9/17/1976,Wild Cherry,Play That Funky Music
9/18/1976,Wild Cherry,Play That Funky Music
9/19/1976,Wild Cherry,Play That Funky Music
9/20/1976,Wild Cherry,Play That Funky Music
9/21/1976,Wild Cherry,Play That Funky Music
9/22/1976,Wild Cherry,Play That Funky Music
9/23/1976,Wild Cherry,Play That Funky Music
9/24/1976,Wild Cherry,Play That Funky Music
9/25/1976,Wild Cherry,Play That Funky Music
9/26/1976,Wild Cherry,Play That Funky Music
9/27/1976,Wild Cherry,Play That Funky Music
9/28/1976,Wild Cherry,Play That Funky Music
9/29/1976,Wild Cherry,Play That Funky Music
9/30/1976,Wild Cherry,Play That Funky Music
10/1/1976,Wild Cherry,Play That Funky Music
10/2/1976,Wild Cherry,Play That Funky Music
10/3/1976,Walter Murphy & The Big Apple Band,A Fifth Of Beethoven
10/4/1976,Walter Murphy & The Big Apple Band,A Fifth Of Beethoven
10/5/1976,Walter Murphy & The Big Apple Band,A Fifth Of Beethoven
10/6/1976,Walter Murphy & The Big Apple Band,A Fifth Of Beethoven
10/7/1976,Walter Murphy & The Big Apple Band,A Fifth Of Beethoven
10/8/1976,Walter Murphy & The Big Apple Band,A Fifth Of Beethoven
10/9/1976,Walter Murphy & The Big Apple Band,A Fifth Of Beethoven
10/10/1976,Rick Dees & His Cast Of Idiots,Disco Duck (Part I)
10/11/1976,Rick Dees & His Cast Of Idiots,Disco Duck (Part I)
10/12/1976,Rick Dees & His Cast Of Idiots,Disco Duck (Part I)
10/13/1976,Rick Dees & His Cast Of Idiots,Disco Duck (Part I)
10/14/1976,Rick Dees & His Cast Of Idiots,Disco Duck (Part I)
10/15/1976,Rick Dees & His Cast Of Idiots,Disco Duck (Part I)
10/16/1976,Rick Dees & His Cast Of Idiots,Disco Duck (Part I)
10/17/1976,Chicago,If You Leave Me Now
10/18/1976,Chicago,If You Leave Me Now
10/19/1976,Chicago,If You Leave Me Now
10/20/1976,Chicago,If You Leave Me Now
10/21/1976,Chicago,If You Leave Me Now
10/22/1976,Chicago,If You Leave Me Now
10/23/1976,Chicago,If You Leave Me Now
10/24/1976,Chicago,If You Leave Me Now
10/25/1976,Chicago,If You Leave Me Now
10/26/1976,Chicago,If You Leave Me Now
10/27/1976,Chicago,If You Leave Me Now
10/28/1976,Chicago,If You Leave Me Now
10/29/1976,Chicago,If You Leave Me Now
10/30/1976,Chicago,If You Leave Me Now
10/31/1976,Steve Miller,Rock'n Me
11/1/1976,Steve Miller,Rock'n Me
11/2/1976,Steve Miller,Rock'n Me
11/3/1976,Steve Miller,Rock'n Me
11/4/1976,Steve Miller,Rock'n Me
11/5/1976,Steve Miller,Rock'n Me
11/6/1976,Steve Miller,Rock'n Me
11/7/1976,Rod Stewart,Tonight's The Night (Gonna Be Alright)
11/8/1976,Rod Stewart,Tonight's The Night (Gonna Be Alright)
11/9/1976,Rod Stewart,Tonight's The Night (Gonna Be Alright)
11/10/1976,Rod Stewart,Tonight's The Night (Gonna Be Alright)
11/11/1976,Rod Stewart,Tonight's The Night (Gonna Be Alright)
11/12/1976,Rod Stewart,Tonight's The Night (Gonna Be Alright)
11/13/1976,Rod Stewart,Tonight's The Night (Gonna Be Alright)
11/14/1976,Rod Stewart,Tonight's The Night (Gonna Be Alright)
11/15/1976,Rod Stewart,Tonight's The Night (Gonna Be Alright)
11/16/1976,Rod Stewart,Tonight's The Night (Gonna Be Alright)
11/17/1976,Rod Stewart,Tonight's The Night (Gonna Be Alright)
11/18/1976,Rod Stewart,Tonight's The Night (Gonna Be Alright)
11/19/1976,Rod Stewart,Tonight's The Night (Gonna Be Alright)
11/20/1976,Rod Stewart,Tonight's The Night (Gonna Be Alright)
11/21/1976,Rod Stewart,Tonight's The Night (Gonna Be Alright)
11/22/1976,Rod Stewart,Tonight's The Night (Gonna Be Alright)
11/23/1976,Rod Stewart,Tonight's The Night (Gonna Be Alright)
11/24/1976,Rod Stewart,Tonight's The Night (Gonna Be Alright)
11/25/1976,Rod Stewart,Tonight's The Night (Gonna Be Alright)
11/26/1976,Rod Stewart,Tonight's The Night (Gonna Be Alright)
11/27/1976,Rod Stewart,Tonight's The Night (Gonna Be Alright)
